Month,cpiyoy,cpiyoy1,cpiyoy2,govt_string,vaxfull,dvaxfull,dcovid,total_covid,new_cases,new_cases pm,new_deaths,new_deathspm,cci,cci1,cci2,cci3,cci4,cci5,cci6,cci7,cci8,cci_exp,cci_cur,ism_man,ism_non,ism_man_backlog,ism_non_backlog,ism_man_prices,ism_non_prices,ism_man_non_neworders,ism_non_neworders,ism_man_prod,ism_man_employ,ism_non_employ,ism_man_inv,dbear,debtceiling2011,dgulfwar1,dgulfwar2,dshut,dstock87,vaxdec2020,dcovxcci,dcovxcci6 ,dcovxcci7,dcovxism_man,dcovxism_non,dcovxndpm,dcovxncpm,cci7xndpm,cci6ndpm,cci8xndpm
1981M09,11,10.8,10.8,0,0,0,0,0,0,0,0,0,77.6,85.7,83.5,83,86.9,81.6,77.8,69,74.4,86.6,64.2,42.5,NA,NA,NA,65.8,NA,42.2,NA,43.8,39.2,NA,41.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,6037.28,5773.44
1981M10,10.3,11,10.8,0,0,0,0,0,0,0,0,0,75.6,77.6,85.7,83.5,83,86.9,81.6,77.8,69,84.7,62,40,NA,NA,NA,57.5,NA,40.2,NA,39.4,37.9,NA,48.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,6168.96,5216.4
1981M11,9.6,10.3,11,0,0,0,0,0,0,0,0,0,66.9,75.6,77.6,85.7,83.5,83,86.9,81.6,77.8,77,51.8,36.1,NA,NA,NA,58.4,NA,32.8,NA,36.1,34.8,NA,42.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5813.61,5204.82
1981M12,8.9,9.6,10.3,0,0,0,0,0,0,0,0,0,66.6,66.9,75.6,77.6,85.7,83.5,83,86.9,81.6,82.8,42.3,37.8,NA,NA,NA,54.7,NA,39.1,NA,37.3,34,NA,37.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5527.8,5434.56
1982M01,8.3,8.9,9.6,0,0,0,0,0,0,0,0,0,64.9,66.6,66.9,75.6,77.6,85.7,83.5,83,86.9,82.5,38.6,38.2,NA,NA,NA,48.8,NA,39.9,NA,39,34.5,NA,35.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5419.15,5639.81
1982M02,7.6,8.3,8.9,0,0,0,0,0,0,0,0,0,62.3,64.9,66.6,66.9,75.6,77.6,85.7,83.5,83,78.2,38.5,38.3,NA,NA,NA,45.3,NA,38.6,NA,40.1,35.5,NA,34.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5339.11,5170.9
1982M03,6.9,7.6,8.3,0,0,0,0,0,0,0,0,0,56.7,62.3,64.9,66.6,66.9,75.6,77.6,85.7,83.5,72.4,33.2,36.8,NA,NA,NA,35.4,NA,40.4,NA,38,33.1,NA,31.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4399.92,4734.45
1982M04,6.6,6.9,7.6,0,0,0,0,0,0,0,0,0,57,56.7,62.3,64.9,66.6,66.9,75.6,77.6,85.7,77.6,26.2,37.8,NA,NA,NA,35.7,NA,40.9,NA,41.3,31.7,NA,31.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4309.2,4884.9
1982M05,6.9,6.6,6.9,0,0,0,0,0,0,0,0,0,61.4,57,56.7,62.3,64.9,66.6,66.9,75.6,77.6,83.2,28.6,35.5,NA,NA,NA,41.4,NA,38.1,NA,37.2,27.8,NA,28.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4107.66,4764.64
1982M06,7.2,6.9,6.6,0,0,0,0,0,0,0,0,0,56.7,61.4,57,56.7,62.3,64.9,66.6,66.9,75.6,80.1,21.7,38.3,NA,NA,NA,39.6,NA,42,NA,39.4,30.8,NA,29.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3776.22,4286.52
1982M07,6.6,7.2,6.9,0,0,0,0,0,0,0,0,0,63.2,56.7,61.4,57,56.7,62.3,64.9,66.6,66.9,89.2,24.1,38.4,NA,NA,NA,40.8,NA,40.7,NA,41.1,30.5,NA,29.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4101.68,4228.08
1982M08,6,6.6,7.2,0,0,0,0,0,0,0,0,0,56.9,63.2,56.7,61.4,57,56.7,62.3,64.9,66.6,80.2,21.9,38.3,NA,NA,NA,39.2,NA,40.1,NA,39.9,31.8,NA,31.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3544.87,3789.54
1982M09,4.9,6,6.6,0,0,0,0,0,0,0,0,0,58.1,56.9,63.2,56.7,61.4,57,56.7,62.3,64.9,86.1,16.2,38.8,NA,NA,NA,41.2,NA,40.4,NA,41.3,30.6,NA,33.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3294.27,3770.69
1982M10,5,4.9,6,0,0,0,0,0,0,0,0,0,54.3,58.1,56.9,63.2,56.7,61.4,57,56.7,62.3,78.6,17.8,39.4,NA,NA,NA,41,NA,41.9,NA,42,30.6,NA,32.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3095.1,3382.89
1982M11,4.5,5,4.9,0,0,0,0,0,0,0,0,0,57.4,54.3,58.1,56.9,63.2,56.7,61.4,57,56.7,84.7,16.6,39.2,NA,NA,NA,37.3,NA,41.5,NA,42.6,28.2,NA,33.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3524.36,3254.58
1982M12,3.8,4.5,5,0,0,0,0,0,0,0,0,0,59.5,57.4,54.3,58.1,56.9,63.2,56.7,61.4,57,88.6,15.8,42.8,NA,NA,NA,39.1,NA,46,NA,44,36.3,NA,34.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3373.65,3391.5
1983M01,3.7,3.8,4.5,0,0,0,0,0,0,0,0,0,59,59.5,57.4,54.3,58.1,56.9,63.2,56.7,61.4,87.7,16,46,NA,NA,NA,43.7,NA,50.3,NA,50.8,37.7,NA,36.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3728.8,3622.6
1983M02,3.5,3.7,3.8,0,0,0,0,0,0,0,0,0,67.6,59,59.5,57.4,54.3,58.1,56.9,63.2,56.7,101.1,17.5,54.4,NA,NA,NA,48.7,NA,60.6,NA,61.1,47.4,NA,40.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3846.44,3832.92
1983M03,3.6,3.5,3.7,0,0,0,0,0,0,0,0,0,79.4,67.6,59,59.5,57.4,54.3,58.1,56.9,63.2,116.5,23.7,53.9,NA,NA,NA,47.9,NA,60.8,NA,58.4,45.1,NA,44.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4613.14,5018.08
1983M04,4,3.6,3.5,0,0,0,0,0,0,0,0,0,83.1,79.4,67.6,59,59.5,57.4,54.3,58.1,56.9,119.7,28.3,54.2,NA,NA,NA,55.6,NA,59.4,NA,58.2,46.4,NA,46,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4512.33,4728.39
1983M05,3.4,4,3.6,0,0,0,0,0,0,0,0,0,87.7,83.1,79.4,67.6,59,59.5,57.4,54.3,58.1,124.3,33,56.1,NA,NA,NA,60.3,NA,61.8,NA,61.5,49.2,NA,45.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5033.98,5095.37
1983M06,2.5,3.4,4,0,0,0,0,0,0,0,0,0,87.5,87.7,83.1,79.4,67.6,59,59.5,57.4,54.3,121,37.4,57.5,NA,NA,NA,61.5,NA,62.3,NA,63.2,49.7,NA,45.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5206.25,4751.25
1983M07,2.4,2.5,3.4,0,0,0,0,0,0,0,0,0,89,87.5,87.7,83.1,79.4,67.6,59,59.5,57.4,119.2,43.7,63.6,NA,NA,NA,63.2,NA,70.3,NA,71.5,53.7,NA,50.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5251,5108.6
1983M08,2.5,2.4,2.5,0,0,0,0,0,0,0,0,0,91.2,89,87.5,87.7,83.1,79.4,67.6,59,59.5,119.3,49.2,63.1,NA,NA,NA,69.4,NA,68.1,NA,69.9,56,NA,49.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,6165.12,5426.4
1983M09,2.8,2.5,2.4,0,0,0,0,0,0,0,0,0,91.1,91.2,89,87.5,87.7,83.1,79.4,67.6,59,117.3,51.7,62.5,NA,NA,NA,68,NA,66.9,NA,67.8,57.8,NA,48.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7233.34,5374.9
1983M10,2.8,2.8,2.5,0,0,0,0,0,0,0,0,0,92.1,91.1,91.2,89,87.5,87.7,83.1,79.4,67.6,117.6,53.9,64.4,NA,NA,NA,69.3,NA,69.5,NA,69.6,57.6,NA,52.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7653.51,6225.96
1983M11,3.2,2.8,2.8,0,0,0,0,0,0,0,0,0,96.7,92.1,91.1,91.2,89,87.5,87.7,83.1,79.4,119.5,62.4,66,NA,NA,NA,68.1,NA,69.2,NA,70.7,59.7,NA,55,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8480.59,7677.98
1983M12,3.8,3.2,2.8,0,0,0,0,0,0,0,0,0,103.6,96.7,92.1,91.1,91.2,89,87.5,87.7,83.1,123.2,74.2,69.9,NA,NA,NA,71.4,NA,74.8,NA,80.6,60.4,NA,59.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9065,8609.16
1984M01,4.3,3.8,3.2,0,0,0,0,0,0,0,0,0,103.9,103.6,96.7,92.1,91.1,91.2,89,87.5,87.7,122.4,76,60.5,NA,NA,NA,64.4,NA,63.7,NA,59.9,57.6,NA,52.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9247.1,9112.03
1984M02,4.7,4.3,3.8,0,0,0,0,0,0,0,0,0,101,103.9,103.6,96.7,92.1,91.1,91.2,89,87.5,114.7,80.5,61.3,NA,NA,NA,71.1,NA,64.9,NA,64,56.4,NA,52.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9211.2,8837.5
1984M03,4.9,4.7,4.3,0,0,0,0,0,0,0,0,0,101.1,101,103.9,103.6,96.7,92.1,91.1,91.2,89,113.1,83,58.9,NA,NA,NA,73.6,NA,60.9,NA,61.5,51.1,NA,52.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9210.21,8997.9
1984M04,4.6,4.9,4.7,0,0,0,0,0,0,0,0,0,106.1,101.1,101,103.9,103.6,96.7,92.1,91.1,91.2,119.1,86.5,61,NA,NA,NA,71.9,NA,63.2,NA,62.3,56.8,NA,54,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9771.81,9676.32
1984M05,4.3,4.6,4.9,0,0,0,0,0,0,0,0,0,104.8,106.1,101.1,101,103.9,103.6,96.7,92.1,91.1,114.7,89.9,58.6,NA,NA,NA,62.5,NA,59.2,NA,59.3,56.2,NA,54.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10134.16,9547.28
1984M06,4.3,4.3,4.6,0,0,0,0,0,0,0,0,0,105.8,104.8,106.1,101.1,101,103.9,103.6,96.7,92.1,110.6,98.5,58.1,NA,NA,NA,64,NA,60.5,NA,62.3,51.7,NA,56.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10960.88,9744.18
1984M07,4.3,4.3,4.3,0,0,0,0,0,0,0,0,0,100.4,105.8,104.8,106.1,101.1,101,103.9,103.6,96.7,104.2,94.6,56.1,NA,NA,NA,61.3,NA,54.1,NA,58.2,53.5,NA,57.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10431.56,9708.68
1984M08,4.3,4.3,4.3,0,0,0,0,0,0,0,0,0,103.1,100.4,105.8,104.8,106.1,101.1,101,103.9,103.6,105.1,100.1,53,NA,NA,NA,58.7,NA,54,NA,54.3,50.4,NA,49.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10413.1,10681.16
1984M09,4.3,4.3,4.3,0,0,0,0,0,0,0,0,0,100,103.1,100.4,105.8,104.8,106.1,101.1,101,103.9,101.4,97.9,50,NA,NA,NA,53.4,NA,47.2,NA,52.2,51.1,NA,46.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10110,10390
1984M10,4.3,4.3,4.3,0,0,0,0,0,0,0,0,0,99.1,100,103.1,100.4,105.8,104.8,106.1,101.1,101,102,94.7,50.8,NA,NA,NA,51.7,NA,52.9,NA,53.4,48.1,NA,45.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10514.51,10009.1
1984M11,4.2,4.3,4.3,0,0,0,0,0,0,0,0,0,105.5,99.1,100,103.1,100.4,105.8,104.8,106.1,101.1,107.4,102.6,50.3,NA,NA,NA,55,NA,52,NA,53.8,47.4,NA,45.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,11056.4,10666.05
1984M12,4,4.2,4.3,0,0,0,0,0,0,0,0,0,97,105.5,99.1,100,103.1,100.4,105.8,104.8,106.1,98.7,94.5,50.6,NA,NA,NA,50.7,NA,52.8,NA,54.9,45.2,NA,47.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10262.6,10291.7
1985M01,3.5,4,4.2,0,0,0,0,0,0,0,0,0,102,97,105.5,99.1,100,103.1,100.4,105.8,104.8,102.5,101.2,50.3,NA,NA,NA,47.6,NA,51.8,NA,54.9,44.4,NA,45.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10240.8,10689.6
1985M02,3.6,3.5,4,0,0,0,0,0,0,0,0,0,103.1,102,97,105.5,99.1,100,103.1,100.4,105.8,103.9,102,49.9,NA,NA,NA,44.8,NA,51.8,NA,54.2,45.2,NA,44.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10629.61,10907.98
1985M03,3.8,3.6,3.5,0,0,0,0,0,0,0,0,0,96.1,103.1,102,97,105.5,99.1,100,103.1,100.4,95.9,96.5,47.8,NA,NA,NA,46.2,NA,49.1,NA,51.2,44.2,NA,44,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9610,9648.44
1985M04,3.6,3.8,3.6,0,0,0,0,0,0,0,0,0,104.4,96.1,103.1,102,97,105.5,99.1,100,103.1,105.1,103.5,48.2,NA,NA,NA,44.1,NA,51.3,NA,51.6,43.2,NA,43.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10346.04,10763.64
1985M05,3.6,3.6,3.8,0,0,0,0,0,0,0,0,0,99.6,104.4,96.1,103.1,102,97,105.5,99.1,100,99.6,99.6,47.1,NA,NA,NA,48.7,NA,49.5,NA,51.9,40.4,NA,40.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10507.8,9960
1985M06,3.7,3.6,3.6,0,0,0,0,0,0,0,0,0,102.6,99.6,104.4,96.1,103.1,102,97,105.5,99.1,102.7,102.5,47.8,NA,NA,NA,42.4,NA,50.7,NA,50.5,44.5,NA,40.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9952.2,10167.66
1985M07,3.5,3.7,3.6,0,0,0,0,0,0,0,0,0,103.2,102.6,99.6,104.4,96.1,103.1,102,97,105.5,102.5,104.2,47.9,NA,NA,NA,45.6,NA,52.5,NA,48.2,45.2,NA,41.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10526.4,10887.6
1985M08,3.4,3.5,3.7,0,0,0,0,0,0,0,0,0,100.9,103.2,102.6,99.6,104.4,96.1,103.1,102,97,102.1,99,47.7,NA,NA,NA,44,NA,51.8,NA,50.6,41.1,NA,43,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10402.79,9787.3
1985M09,3.2,3.4,3.5,0,0,0,0,0,0,0,0,0,96,100.9,103.2,102.6,99.6,104.4,96.1,103.1,102,96.3,95.6,49.9,NA,NA,NA,44.3,NA,54.6,NA,52.8,41.8,NA,45.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9225.6,9792
1985M10,3.2,3.2,3.4,0,0,0,0,0,0,0,0,0,96.1,96,100.9,103.2,102.6,99.6,104.4,96.1,103.1,94.5,98.5,50.9,NA,NA,NA,46.4,NA,53.4,NA,54.9,45.2,NA,45.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10032.84,9907.91
1985M11,3.5,3.2,3.2,0,0,0,0,0,0,0,0,0,98.1,96.1,96,100.9,103.2,102.6,99.6,104.4,96.1,96.8,100.1,52,NA,NA,NA,45.7,NA,57.2,NA,56.5,44.5,NA,45.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9770.76,9427.41
1985M12,3.8,3.5,3.2,0,0,0,0,0,0,0,0,0,98.2,98.1,96.1,96,100.9,103.2,102.6,99.6,104.4,98.2,98.1,50.7,NA,NA,NA,48.7,NA,54.8,NA,55.3,42.6,NA,45.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10075.32,10252.08
1986M01,4,3.8,3.5,0,0,0,0,0,0,0,0,0,96.9,98.2,98.1,96.1,96,100.9,103.2,102.6,99.6,96.3,97.8,51.2,NA,NA,NA,48.4,NA,56.7,NA,52.9,45.1,NA,44.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10000.08,9651.24
1986M02,3.2,4,3.8,0,0,0,0,0,0,0,0,0,96,96.9,98.2,98.1,96.1,96,100.9,103.2,102.6,94.4,98.4,51,NA,NA,NA,49.7,NA,57.1,NA,53.6,43,NA,44.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9686.4,9849.6
1986M03,2.2,3.2,4,0,0,0,0,0,0,0,0,0,95.1,96,96.9,98.2,98.1,96.1,96,100.9,103.2,95.5,94.5,51,NA,NA,NA,49,NA,54.5,NA,56,43.4,NA,43.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9129.6,9814.32
1986M04,1.6,2.2,3.2,0,0,0,0,0,0,0,0,0,100,95.1,96,96.9,98.2,98.1,96.1,96,100.9,99,101.6,49.7,NA,NA,NA,42.8,NA,54.4,NA,52.5,42.2,NA,42.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9610,10090
1986M05,1.7,1.6,2.2,0,0,0,0,0,0,0,0,0,100.2,100,95.1,96,96.9,98.2,98.1,96.1,96,99.4,101.3,53.4,NA,NA,NA,49.5,NA,61.1,NA,55.1,45.4,NA,46.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9829.62,9619.2
1986M06,1.8,1.7,1.6,0,0,0,0,0,0,0,0,0,100,100.2,100,95.1,96,96.9,98.2,98.1,96.1,99.7,100.4,50.5,NA,NA,NA,51.3,NA,55.3,NA,53.5,43.3,NA,44.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9820,9610
1986M07,1.7,1.8,1.7,0,0,0,0,0,0,0,0,0,97.5,100,100.2,100,95.1,96,96.9,98.2,98.1,96.4,99.3,48,NA,NA,NA,49.3,NA,51.2,NA,49.3,41.9,NA,43.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9447.75,9564.75
1986M08,1.6,1.7,1.8,0,0,0,0,0,0,0,0,0,91.7,97.5,100,100.2,100,95.1,96,96.9,98.2,92,91.4,52.6,NA,NA,NA,51.5,NA,58.4,NA,56,44.5,NA,45.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8803.2,9004.94
1986M09,1.8,1.6,1.7,0,0,0,0,0,0,0,0,0,89.7,91.7,97.5,100,100.2,100,95.1,96,96.9,89.4,90.3,52.4,NA,NA,NA,57.1,NA,57.3,NA,56.5,43.9,NA,48.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8530.47,8691.93
1986M10,1.6,1.8,1.6,0,0,0,0,0,0,0,0,0,85.8,89.7,91.7,97.5,100,100.2,100,95.1,96,86.1,85.4,51.2,NA,NA,NA,56.9,NA,54.5,NA,54.2,43.7,NA,48.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8580,8236.8
1986M11,1.3,1.6,1.8,0,0,0,0,0,0,0,0,0,89.7,85.8,89.7,91.7,97.5,100,100.2,100,95.1,92,86.2,51.2,NA,NA,NA,57.1,NA,57,NA,54.7,42.2,NA,42.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8987.94,8530.47
1986M12,1.2,1.3,1.6,0,0,0,0,0,0,0,0,0,93.2,89.7,85.8,89.7,91.7,97.5,100,100.2,100,92.2,94.7,50.5,NA,NA,NA,57,NA,55.4,NA,53,44.5,NA,38.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9320,9320
1987M01,1.4,1.2,1.3,0,0,0,0,0,0,0,0,0,85.4,93.2,89.7,85.8,89.7,91.7,97.5,100,100.2,85.6,85,54.9,NA,NA,NA,61.1,NA,59.8,NA,60.7,47.3,NA,46.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8326.5,8557.08
1987M02,1.9,1.4,1.2,0,0,0,0,0,0,0,0,0,91.8,85.4,93.2,89.7,85.8,89.7,91.7,97.5,100,91.8,91.9,52.6,NA,NA,NA,62.5,NA,55.4,NA,57.3,46.6,NA,46.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8418.06,9180
1987M03,2.8,1.9,1.4,0,0,0,0,0,0,0,0,0,95.8,91.8,85.4,93.2,89.7,85.8,89.7,91.7,97.5,96.8,94.2,55,NA,NA,NA,62.7,NA,61.6,NA,57.6,48.3,NA,46.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8593.26,9340.5
1987M04,3.7,2.8,1.9,0,0,0,0,0,0,0,0,0,97.4,95.8,91.8,85.4,93.2,89.7,85.8,89.7,91.7,100.5,92.8,55.5,NA,NA,NA,65.6,NA,59.8,NA,59.3,51.3,NA,45.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8356.92,8931.58
1987M05,3.7,3.7,2.8,0,0,0,0,0,0,0,0,0,103,97.4,95.8,91.8,85.4,93.2,89.7,85.8,89.7,105.6,99.1,57.2,NA,NA,NA,67.6,NA,63.4,NA,60.6,50.9,NA,47.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9239.1,9239.1
1987M06,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,102.1,103,97.4,95.8,91.8,85.4,93.2,89.7,85.8,98.2,107.9,57.4,NA,NA,NA,72.6,NA,61.2,NA,60.1,51.4,NA,52.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9515.72,8760.18
1987M07,3.9,3.7,3.7,0,0,0,0,0,0,0,0,0,105.8,102.1,103,97.4,95.8,91.8,85.4,93.2,89.7,105.6,106.2,57.5,NA,NA,NA,74.3,NA,64,NA,62.5,46.6,NA,44.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9035.32,9490.26
1987M08,4.3,3.9,3.7,0,0,0,0,0,0,0,0,0,110.7,105.8,102.1,103,97.4,95.8,91.8,85.4,93.2,107.5,115.6,59.3,NA,NA,NA,77.4,NA,62.7,NA,64.2,52.4,NA,49.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10162.26,10317.24
1987M09,4.3,4.3,3.9,0,0,0,0,0,0,0,0,0,115.7,110.7,105.8,102.1,103,97.4,95.8,91.8,85.4,112.5,120.5,60,NA,NA,NA,77.3,NA,62.1,NA,65.5,54.5,NA,49.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,11084.06,9880.78
1987M10,4.4,4.3,4.3,0,0,0,0,0,0,0,0,0,115.1,115.7,110.7,105.8,102.1,103,97.4,95.8,91.8,108.9,124.4,60.7,NA,NA,NA,78.1,NA,65.3,NA,63.2,54.6,NA,50.7,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,11210.74,10566.18
1987M11,4.5,4.4,4.3,0,0,0,0,0,0,0,0,0,100.8,115.1,115.7,110.7,105.8,102.1,103,97.4,95.8,90.9,115.6,58.8,NA,NA,NA,79.2,NA,59.3,NA,61.9,53.7,NA,51.2,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,10382.4,9656.64
1987M12,4.3,4.5,4.4,0,0,0,0,0,0,0,0,0,107.7,100.8,115.1,115.7,110.7,105.8,102.1,103,97.4,99.6,119.8,61,NA,NA,NA,80.2,NA,61.5,NA,65.1,59.1,NA,50.8,0,0,0,0,0,-1,0,0,0,0,0,NA,0,0,0,10996.17,10489.98
1988M01,4.1,4.3,4.5,0,0,0,0,0,0,0,0,0,109.9,107.7,100.8,115.1,115.7,110.7,105.8,102.1,103,102.2,121.5,57.5,NA,NA,NA,78.7,NA,60.3,NA,59.3,51.2,NA,50.7,0,0,0,0,0,-1,0,0,0,0,0,NA,0,0,0,11627.42,11319.7
1988M02,3.9,4.1,4.3,0,0,0,0,0,0,0,0,0,114.9,109.9,107.7,100.8,115.1,115.7,110.7,105.8,102.1,105.5,129.1,56.2,NA,NA,NA,81.2,NA,57,NA,58.6,52.5,NA,48.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12719.43,11731.29
1988M03,3.8,3.9,4.1,0,0,0,0,0,0,0,0,0,112.7,114.9,109.9,107.7,100.8,115.1,115.7,110.7,105.8,104.9,124.5,54.6,NA,NA,NA,74.5,NA,57.9,NA,57.7,50.2,NA,41.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13039.39,11923.66
1988M04,4,3.8,3.9,0,0,0,0,0,0,0,0,0,115.7,112.7,114.9,109.9,107.7,100.8,115.1,115.7,110.7,112.8,120.2,55.8,NA,NA,NA,81,NA,57.6,NA,59.1,49.2,NA,51,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13317.07,12807.99
1988M05,4,4,3.8,0,0,0,0,0,0,0,0,0,120.2,115.7,112.7,114.9,109.9,107.7,100.8,115.1,115.7,114.4,129,55.5,NA,NA,NA,81.5,NA,57.7,NA,58,50.4,NA,51.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12116.16,13907.14
1988M06,4,4,4,0,0,0,0,0,0,0,0,0,115.7,120.2,115.7,112.7,114.9,109.9,107.7,100.8,115.1,108.6,126.3,59.3,NA,NA,NA,80.7,NA,63.6,NA,61.7,50.5,NA,48.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12460.89,13317.07
1988M07,4.1,4,4,0,0,0,0,0,0,0,0,0,113.5,115.7,120.2,115.7,112.7,114.9,109.9,107.7,100.8,103.7,128.2,58.2,NA,NA,NA,81,NA,60.6,NA,61.2,52.5,NA,54.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12473.65,11440.8
1988M08,4.1,4.1,4,0,0,0,0,0,0,0,0,0,119.7,113.5,115.7,120.2,115.7,112.7,114.9,109.9,107.7,109.4,135.1,56,NA,NA,NA,78.2,NA,59.2,NA,57.8,51.2,NA,49.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13753.53,12891.69
1988M09,4.2,4.1,4.1,0,0,0,0,0,0,0,0,0,110.7,119.7,113.5,115.7,120.2,115.7,112.7,114.9,109.9,100.1,126.7,54.5,NA,NA,NA,72.8,NA,58.6,NA,54.8,50.2,NA,49.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12475.89,12165.93
1988M10,4.3,4.2,4.1,0,0,0,0,0,0,0,0,0,116.9,110.7,119.7,113.5,115.7,120.2,115.7,112.7,114.9,109.3,128.3,55.4,NA,NA,NA,71.5,NA,57.2,NA,58.7,52.4,NA,49.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13525.33,13431.81
1988M11,4.2,4.3,4.2,0,0,0,0,0,0,0,0,0,112.9,116.9,110.7,119.7,113.5,115.7,120.2,115.7,112.7,102,129.1,55.6,NA,NA,NA,70.9,NA,58.4,NA,57.5,53.8,NA,51.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13570.58,12723.83
